Drug,CD,DL_label,z_bin,Coformer,Category,logP,K_binary,K_ternary,K_ratio,ddG_kJmol,calib_valid,model,usable,usable_note
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,Glycine,amino acid,-0.97,205.2,855.6,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,Urea,hydrotrope,-0.976,205.2,855.2,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,Caffeine,hydrotrope,-1.029,205.2,851.8,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,L-Arginine,amino acid,-1.338,205.2,831.7,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,L-Glutamine,amino acid,-1.336,205.2,831.8,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,Triethanolamine,amine,-1.735,205.2,806.6,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,Citric acid,organic acid,-1.888,205.2,797.2,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,Tartaric acid,organic acid,-2.123,205.2,782.8,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,Tromethamine,buffer amine,-2.339,205.2,769.9,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,Meglumine,sugar amine,-3.619,205.2,697.5,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,HPMC E5,polymer,polymer,205.2,839.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,HPMC K15M,polymer,polymer,205.2,839.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,PVP K30,polymer,polymer,205.2,839.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,PEG 4000,polymer,polymer,205.2,839.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,HP-β-CD,Fuzzy-Weak,1.1058,Poloxamer 188,polymer,polymer,205.2,839.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Nicotinamide,hydrotrope,0.18,142.4,648.7,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Succinic acid,organic acid,-0.064,142.4,636.6,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,L-Proline,amino acid,-0.177,142.4,631.1,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,L-Lysine,amino acid,-0.473,142.4,616.9,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,L-Histidine,amino acid,-0.636,142.4,609.1,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Glycine,amino acid,-0.97,142.4,593.6,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Urea,hydrotrope,-0.976,142.4,593.4,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Caffeine,hydrotrope,-1.029,142.4,590.9,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,L-Arginine,amino acid,-1.338,142.4,577.0,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,L-Glutamine,amino acid,-1.336,142.4,577.1,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Triethanolamine,amine,-1.735,142.4,559.6,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Citric acid,organic acid,-1.888,142.4,553.1,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Tartaric acid,organic acid,-2.123,142.4,543.1,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Tromethamine,buffer amine,-2.339,142.4,534.1,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Meglumine,sugar amine,-3.619,142.4,483.9,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,HPMC E5,polymer,polymer,142.4,582.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,HPMC K15M,polymer,polymer,142.4,582.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,PVP K30,polymer,polymer,142.4,582.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,PEG 4000,polymer,polymer,142.4,582.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,α-CD,Fuzzy-Weak,1.2849,Poloxamer 188,polymer,polymer,142.4,582.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Nicotinamide,hydrotrope,0.18,5331650.9,24293008.1,4.56,-3.76,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Succinic acid,organic acid,-0.064,5331650.9,23838627.2,4.47,-3.71,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,L-Proline,amino acid,-0.177,5331650.9,23632041.5,4.43,-3.69,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,L-Lysine,amino acid,-0.473,5331650.9,23098945.0,4.33,-3.63,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,L-Histidine,amino acid,-0.636,5331650.9,22809891.0,4.28,-3.6,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Glycine,amino acid,-0.97,5331650.9,22228863.1,4.17,-3.54,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Urea,hydrotrope,-0.976,5331650.9,22218745.7,4.17,-3.54,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Caffeine,hydrotrope,-1.029,5331650.9,22127896.1,4.15,-3.53,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,L-Arginine,amino acid,-1.338,5331650.9,21606328.8,4.05,-3.47,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,L-Glutamine,amino acid,-1.336,5331650.9,21610046.9,4.05,-3.47,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Triethanolamine,amine,-1.735,5331650.9,20955678.2,3.93,-3.39,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Citric acid,organic acid,-1.888,5331650.9,20709897.2,3.88,-3.36,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Tartaric acid,organic acid,-2.123,5331650.9,20337751.8,3.81,-3.32,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Tromethamine,buffer amine,-2.339,5331650.9,20000669.8,3.75,-3.28,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Meglumine,sugar amine,-3.619,5331650.9,18119976.3,3.4,-3.03,False,descriptor,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,HPMC E5,polymer,polymer,5331650.9,21805388.6,4.09,-3.49,False,constant,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,HPMC K15M,polymer,polymer,5331650.9,21805388.6,4.09,-3.49,False,constant,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,PVP K30,polymer,polymer,5331650.9,21805388.6,4.09,-3.49,False,constant,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,PEG 4000,polymer,polymer,5331650.9,21805388.6,4.09,-3.49,False,constant,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,β-CD,Strong (High conf),-3.8739,Poloxamer 188,polymer,polymer,5331650.9,21805388.6,4.09,-3.49,False,constant,False,"SKIP — Strong (High conf): already K>>10,000, extrapolation only"
Ibuprofen,γ-CD,Weak (High conf),1.744,Nicotinamide,hydrotrope,0.18,55.8,254.1,4.56,-3.76,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,Succinic acid,organic acid,-0.064,55.8,249.4,4.47,-3.71,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,L-Proline,amino acid,-0.177,55.8,247.2,4.43,-3.69,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,L-Lysine,amino acid,-0.473,55.8,241.6,4.33,-3.63,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,L-Histidine,amino acid,-0.636,55.8,238.6,4.28,-3.6,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,Glycine,amino acid,-0.97,55.8,232.5,4.17,-3.54,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,Urea,hydrotrope,-0.976,55.8,232.4,4.17,-3.54,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,Caffeine,hydrotrope,-1.029,55.8,231.5,4.15,-3.53,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,L-Arginine,amino acid,-1.338,55.8,226.0,4.05,-3.47,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,L-Glutamine,amino acid,-1.336,55.8,226.1,4.05,-3.47,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,Triethanolamine,amine,-1.735,55.8,219.2,3.93,-3.39,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,Citric acid,organic acid,-1.888,55.8,216.7,3.88,-3.36,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,Tartaric acid,organic acid,-2.123,55.8,212.8,3.81,-3.32,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,Tromethamine,buffer amine,-2.339,55.8,209.2,3.75,-3.28,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,Meglumine,sugar amine,-3.619,55.8,189.6,3.4,-3.03,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,HPMC E5,polymer,polymer,55.8,228.1,4.09,-3.49,True,constant,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,HPMC K15M,polymer,polymer,55.8,228.1,4.09,-3.49,True,constant,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,PVP K30,polymer,polymer,55.8,228.1,4.09,-3.49,True,constant,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,PEG 4000,polymer,polymer,55.8,228.1,4.09,-3.49,True,constant,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,γ-CD,Weak (High conf),1.744,Poloxamer 188,polymer,polymer,55.8,228.1,4.09,-3.49,True,constant,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Nicotinamide,hydrotrope,0.18,2483.3,11315.0,4.56,-3.76,False,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Succinic acid,organic acid,-0.064,2483.3,11103.4,4.47,-3.71,False,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,L-Proline,amino acid,-0.177,2483.3,11007.2,4.43,-3.69,False,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,L-Lysine,amino acid,-0.473,2483.3,10758.9,4.33,-3.63,False,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,L-Histidine,amino acid,-0.636,2483.3,10624.2,4.28,-3.6,False,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Glycine,amino acid,-0.97,2483.3,10353.6,4.17,-3.54,False,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Urea,hydrotrope,-0.976,2483.3,10348.9,4.17,-3.54,False,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Caffeine,hydrotrope,-1.029,2483.3,10306.6,4.15,-3.53,False,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,L-Arginine,amino acid,-1.338,2483.3,10063.6,4.05,-3.47,False,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,L-Glutamine,amino acid,-1.336,2483.3,10065.4,4.05,-3.47,False,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Triethanolamine,amine,-1.735,2483.3,9760.6,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Citric acid,organic acid,-1.888,2483.3,9646.1,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Tartaric acid,organic acid,-2.123,2483.3,9472.8,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Tromethamine,buffer amine,-2.339,2483.3,9315.8,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Meglumine,sugar amine,-3.619,2483.3,8439.8,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,HPMC E5,polymer,polymer,2483.3,10156.3,4.09,-3.49,False,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,HPMC K15M,polymer,polymer,2483.3,10156.3,4.09,-3.49,False,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,PVP K30,polymer,polymer,2483.3,10156.3,4.09,-3.49,False,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,PEG 4000,polymer,polymer,2483.3,10156.3,4.09,-3.49,False,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ibuprofen,HP-β-CD,Fuzzy-Strong,-0.1156,Poloxamer 188,polymer,polymer,2483.3,10156.3,4.09,-3.49,False,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Nicotinamide,hydrotrope,0.18,528.1,2406.1,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Succinic acid,organic acid,-0.064,528.1,2361.1,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,L-Proline,amino acid,-0.177,528.1,2340.6,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,L-Lysine,amino acid,-0.473,528.1,2287.8,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,L-Histidine,amino acid,-0.636,528.1,2259.2,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Glycine,amino acid,-0.97,528.1,2201.7,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Urea,hydrotrope,-0.976,528.1,2200.7,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Caffeine,hydrotrope,-1.029,528.1,2191.7,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,L-Arginine,amino acid,-1.338,528.1,2140.0,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,L-Glutamine,amino acid,-1.336,528.1,2140.4,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Triethanolamine,amine,-1.735,528.1,2075.6,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Citric acid,organic acid,-1.888,528.1,2051.2,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Tartaric acid,organic acid,-2.123,528.1,2014.4,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Tromethamine,buffer amine,-2.339,528.1,1981.0,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Meglumine,sugar amine,-3.619,528.1,1794.7,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,HPMC E5,polymer,polymer,528.1,2159.7,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,HPMC K15M,polymer,polymer,528.1,2159.7,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,PVP K30,polymer,polymer,528.1,2159.7,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,PEG 4000,polymer,polymer,528.1,2159.7,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,α-CD,Fuzzy-Weak,0.6428,Poloxamer 188,polymer,polymer,528.1,2159.7,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Nicotinamide,hydrotrope,0.18,152.7,695.8,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Succinic acid,organic acid,-0.064,152.7,682.8,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,L-Proline,amino acid,-0.177,152.7,676.9,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,L-Lysine,amino acid,-0.473,152.7,661.6,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,L-Histidine,amino acid,-0.636,152.7,653.3,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Glycine,amino acid,-0.97,152.7,636.7,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Urea,hydrotrope,-0.976,152.7,636.4,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Caffeine,hydrotrope,-1.029,152.7,633.8,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,L-Arginine,amino acid,-1.338,152.7,618.8,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,L-Glutamine,amino acid,-1.336,152.7,619.0,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Triethanolamine,amine,-1.735,152.7,600.2,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Citric acid,organic acid,-1.888,152.7,593.2,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Tartaric acid,organic acid,-2.123,152.7,582.5,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Tromethamine,buffer amine,-2.339,152.7,572.9,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Meglumine,sugar amine,-3.619,152.7,519.0,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,HPMC E5,polymer,polymer,152.7,624.6,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,HPMC K15M,polymer,polymer,152.7,624.6,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,PVP K30,polymer,polymer,152.7,624.6,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,PEG 4000,polymer,polymer,152.7,624.6,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,β-CD,Fuzzy-Weak,1.2506,Poloxamer 188,polymer,polymer,152.7,624.6,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Nicotinamide,hydrotrope,0.18,113.1,515.3,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Succinic acid,organic acid,-0.064,113.1,505.7,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,L-Proline,amino acid,-0.177,113.1,501.3,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,L-Lysine,amino acid,-0.473,113.1,490.0,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,L-Histidine,amino acid,-0.636,113.1,483.9,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Glycine,amino acid,-0.97,113.1,471.5,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
